,eval_tr,eval_sr,test_tr,test_sr
0,0.3873740619254813,0.9102017592004001,0.09287053489741393,0.3187562946987479
1,0.42782818600074246,1.0053232279832218,0.12683695761170788,0.40431823520026405
2,0.42431182936845446,0.9650971288697006,0.13079204746439554,0.40805554480082207
3,0.4253461881546017,0.9718669637041369,0.1191073622505765,0.3793148513258481
4,0.45905124147220033,1.0331968465659518,0.14164981072989735,0.42878514703275755
5,0.46589062536042625,0.9923222571833433,0.16501193822205984,0.4708636414786061
6,0.4110440118072807,0.9170445103073392,0.14868564074845225,0.44029980534910107
7,0.41888454784683526,0.928620820479229,0.11358026336580851,0.3641292096473656
8,0.340207639479984,0.8357111934717831,0.06691504097272127,0.25308576625809226
9,0.36498653237827194,0.8875166096638785,0.08444704566772954,0.3014853113751771
