,date,open,high,low,close,adjcp,volume,tic,day
3,2012-01-03,74.69999694824219,75.0,74.12000274658203,74.22000122070312,60.73109436035156,6859300,BA,1
32,2012-01-04,74.0999984741211,74.5999984741211,73.58999633789062,74.33000183105469,60.82110595703125,4923000,BA,2
61,2012-01-05,73.7699966430664,73.9000015258789,72.73999786376953,73.52999877929688,60.16650390625,6797900,BA,3
90,2012-01-06,73.7300033569336,74.2699966430664,72.94999694824219,73.9800033569336,60.53471755981445,4779800,BA,4
119,2012-01-09,74.80999755859375,74.87000274658203,74.18000030517578,74.52999877929688,60.98474884033203,4469600,BA,0
148,2012-01-10,75.12999725341797,75.33999633789062,74.5,75.0,61.369319915771484,4622400,BA,1
177,2012-01-11,74.77999877929688,74.94999694824219,74.2300033569336,74.73999786376953,61.15659713745117,3082700,BA,2
206,2012-01-12,74.80999755859375,75.69000244140625,74.77999877929688,75.51000213623047,61.786643981933594,3934500,BA,3
235,2012-01-13,75.04000091552734,75.19999694824219,74.16000366210938,74.5999984741211,61.042049407958984,4641100,BA,4
264,2012-01-17,75.30000305175781,76.0,75.13999938964844,75.23999786376953,61.56571960449219,3700100,BA,1
293,2012-01-18,74.94999694824219,75.44999694824219,74.7699966430664,75.05999755859375,61.418418884277344,4189500,BA,2
322,2012-01-19,75.2699966430664,75.91999816894531,75.0999984741211,75.55999755859375,61.82756805419922,5397300,BA,3
351,2012-01-20,75.68000030517578,75.9000015258789,75.13999938964844,75.5199966430664,61.79483413696289,4552300,BA,4
380,2012-01-23,75.66000366210938,76.37000274658203,75.31999969482422,75.51000213623047,61.786643981933594,4083700,BA,0
409,2012-01-24,75.05999755859375,75.62000274658203,74.5999984741211,75.36000061035156,61.66389083862305,4942700,BA,1
438,2012-01-25,73.97000122070312,76.69999694824219,72.8499984741211,75.81999969482422,62.04031753540039,14049100,BA,2
467,2012-01-26,75.83999633789062,76.36000061035156,75.0,75.30999755859375,61.62299346923828,4187400,BA,3
496,2012-01-27,74.80000305175781,75.2300033569336,74.4000015258789,74.55000305175781,61.00111770629883,4754600,BA,4
525,2012-01-30,73.98999786376953,74.3499984741211,73.68000030517578,74.16000366210938,60.6820068359375,5043000,BA,0
554,2012-01-31,74.51000213623047,75.19999694824219,73.95999908447266,74.18000030517578,60.69837188720703,4777200,BA,1
583,2012-02-01,74.95999908447266,75.88999938964844,74.95999908447266,75.37000274658203,61.672080993652344,4296400,BA,2
612,2012-02-02,75.19999694824219,75.33000183105469,74.5,75.22000122070312,61.54935073852539,3528100,BA,3
641,2012-02-03,76.08999633789062,76.73999786376953,75.86000061035156,76.33999633789062,62.46580123901367,3472400,BA,4
670,2012-02-06,75.26000213623047,75.55000305175781,75.16000366210938,75.45999908447266,61.74574279785156,4162500,BA,0
699,2012-02-07,75.04000091552734,75.3499984741211,74.30000305175781,75.19999694824219,61.53299331665039,4438700,BA,1
728,2012-02-08,74.70999908447266,75.6500015258789,74.51000213623047,75.45999908447266,62.10914611816406,5350000,BA,2
757,2012-02-09,75.77999877929688,76.2300033569336,75.37000274658203,75.9000015258789,62.47127914428711,4491100,BA,3
786,2012-02-10,75.44999694824219,75.55999755859375,74.56999969482422,74.94999694824219,61.6893424987793,3361700,BA,4
815,2012-02-13,75.5,75.51000213623047,74.75,74.8499984741211,61.60707092285156,3456500,BA,0
844,2012-02-14,75.51000213623047,75.56999969482422,74.9000015258789,75.55999755859375,62.19145965576172,4652000,BA,1
873,2012-02-15,75.86000061035156,76.0,75.0,75.20999908447266,61.903377532958984,4252400,BA,2
902,2012-02-16,75.04000091552734,75.47000122070312,74.87000274658203,75.2699966430664,61.952762603759766,4992800,BA,3
931,2012-02-17,75.52999877929688,75.55000305175781,75.0199966430664,75.3499984741211,62.01858901977539,4927300,BA,4
960,2012-02-21,75.66999816894531,75.94999694824219,75.08000183105469,75.72000122070312,62.32313919067383,3978100,BA,1
989,2012-02-22,75.55999755859375,76.30000305175781,75.30999755859375,76.05999755859375,62.602989196777344,3764800,BA,2
1018,2012-02-23,75.76000213623047,76.16999816894531,75.5199966430664,75.8499984741211,62.43013381958008,4187200,BA,3
1047,2012-02-24,75.75,76.63999938964844,75.62999725341797,76.05999755859375,62.602989196777344,3347000,BA,4
1076,2012-02-27,75.69000244140625,75.77999877929688,75.01000213623047,75.20999908447266,61.903377532958984,5379400,BA,0
1105,2012-02-28,75.18000030517578,75.41000366210938,74.80999755859375,75.16000366210938,61.86223220825195,3667400,BA,1
1134,2012-02-29,75.27999877929688,75.72000122070312,74.75,74.94999694824219,61.6893424987793,4631800,BA,2
1163,2012-03-01,74.95999908447266,75.62999725341797,74.86000061035156,75.08000183105469,61.79637145996094,3343100,BA,3
1192,2012-03-02,75.06999969482422,75.27999877929688,74.62999725341797,74.9000015258789,61.648216247558594,2806600,BA,4
1221,2012-03-05,74.94999694824219,74.9800033569336,73.93000030517578,74.12999725341797,61.014434814453125,4156800,BA,0
1250,2012-03-06,73.23999786376953,73.23999786376953,72.30000305175781,72.55999755859375,59.72221755981445,5455700,BA,1
1279,2012-03-07,72.58000183105469,73.69999694824219,72.51000213623047,73.5199966430664,60.51237106323242,4279000,BA,2
1308,2012-03-08,74.2699966430664,74.69999694824219,73.83000183105469,74.16999816894531,61.047367095947266,3881200,BA,3
1337,2012-03-09,74.13999938964844,74.30999755859375,73.16999816894531,73.29000091552734,60.323062896728516,5535900,BA,4
1366,2012-03-12,73.19999694824219,74.02999877929688,73.19999694824219,73.5999984741211,60.57822036743164,2833500,BA,0
1395,2012-03-13,73.87999725341797,74.3499984741211,73.37999725341797,74.30999755859375,61.16261291503906,4532700,BA,1
1424,2012-03-14,74.31999969482422,75.37999725341797,74.30999755859375,75.2300033569336,61.91983413696289,5297100,BA,2
1453,2012-03-15,75.5,75.62999725341797,74.87999725341797,75.43000030517578,62.08445358276367,4850700,BA,3
1482,2012-03-16,75.76000213623047,75.80999755859375,75.0,75.19999694824219,61.8951416015625,7079200,BA,4
1511,2012-03-19,75.0,75.69000244140625,75.0,75.4000015258789,62.05974578857422,2683800,BA,0
1540,2012-03-20,75.08999633789062,75.47000122070312,74.5199966430664,75.13999938964844,61.845760345458984,4384000,BA,1
1569,2012-03-21,75.05000305175781,75.44000244140625,74.80000305175781,75.01000213623047,61.73875045776367,3644100,BA,2
1598,2012-03-22,74.62000274658203,74.66000366210938,73.37000274658203,73.91999816894531,60.84159851074219,4921400,BA,3
1627,2012-03-23,74.05000305175781,74.33999633789062,73.75,73.97000122070312,60.88276290893555,2518400,BA,4
1656,2012-03-26,74.5199966430664,75.2300033569336,74.47000122070312,75.18000030517578,61.878684997558594,3715800,BA,0
1685,2012-03-27,75.11000061035156,75.25,74.80000305175781,74.80999755859375,61.57414627075195,3510700,BA,1
1714,2012-03-28,74.98999786376953,75.29000091552734,73.9000015258789,74.33000183105469,61.179073333740234,3412200,BA,2
1743,2012-03-29,73.7699966430664,74.1500015258789,72.94999694824219,74.08000183105469,60.97332000732422,3587600,BA,3
1772,2012-03-30,74.31999969482422,74.44000244140625,73.77999877929688,74.37000274658203,61.212013244628906,3203800,BA,4
1801,2012-04-02,74.0,75.47000122070312,73.61000061035156,75.16999816894531,61.87044143676758,4104600,BA,0
1830,2012-04-03,75.0,75.11000061035156,74.1500015258789,74.6500015258789,61.442447662353516,3485900,BA,1
1859,2012-04-04,73.97000122070312,74.19999694824219,73.48999786376953,73.66999816894531,60.635826110839844,2490500,BA,2
